"ref","article_id","study_id","participant_id","effect_id","effect_size","outlier","cooks","cooks_flag","intrcpt","intrcpt.1","hatvalues","hat_flag"
"bigman2018_s3",2,3,3,21,-0.566709185933302,"TRUE",2.36988162320807e-07,"",-0.000486862208149885,"",0.00082967621488788,""
"bigman2018_s3",2,3,3,22,-0.566709185933302,"TRUE",2.36988162320807e-07,"",-0.000486862208149885,"",0.000829676214887886,""
"bigman2018_s3",2,3,3,23,-0.566709185933302,"TRUE",2.36988162320807e-07,"",-0.000486862208149885,"",0.000829676214887891,""
"bigman2018_s3",2,3,3,24,-0.566709185933302,"TRUE",2.36988162320807e-07,"",-0.000486862208149885,"",0.000829676214887888,""
"bigman2018_s3",2,3,3,25,-0.508963073708156,"TRUE",4.38612616606011e-07,"",0.000662181298415552,"",0.000835904337534194,""
"bigman2018_s3",2,3,3,26,-0.508963073708156,"TRUE",4.38612616606011e-07,"",0.000662181298415552,"",0.000835904337534199,""
"bigman2018_s3",2,3,3,27,-0.508963073708156,"TRUE",4.38612616606011e-07,"",0.000662181298415552,"",0.000835904337534201,""
"bigman2018_s3",2,3,3,28,-0.508963073708156,"TRUE",4.38612616606011e-07,"",0.000662181298415552,"",0.000835904337534213,""
"bigman2018_s3",2,3,3,29,-0.508963073708156,"TRUE",4.38612616606011e-07,"",0.000662181298415552,"",0.000835904337534206,""
"bigman2018_s3",2,3,3,30,-0.508963073708156,"TRUE",4.38612616606011e-07,"",0.000662181298415552,"",0.000835904337534218,""
